ST_CODE,State_name,Month,Year,PC_Number,PC_name,PC_Type,Candidate_Name,Candidate_Sex,Candidate_Category,Candidate_Age,Party_Abbreviation,Total_Votes_Polled,Position,Alliance
S04,Bihar,3,2009,22,Ujiarpur,GEN,ARJUN SAHANI,M,GEN,28.0,IND,6838.0,9.0,IND
S04,Bihar,3,2009,22,Ujiarpur,GEN,PRADEEP KUMAR,M,GEN,41.0,IND,6527.0,10.0,IND
S04,Bihar,3,2009,22,Ujiarpur,GEN,BRAJESH KUMAR NIRALA,M,GEN,51.0,IND,5187.0,11.0,IND
S04,Bihar,3,2009,22,Ujiarpur,GEN,MOHAMMAD KURBAN,M,GEN,43.0,IND,5143.0,12.0,IND
S04,Bihar,3,2009,22,Ujiarpur,GEN,TOSHAN SAH,M,GEN,62.0,RPP,4804.0,13.0,RPP
S04,Bihar,3,2009,22,Ujiarpur,GEN,SUJIT KUMAR BHAGAT,M,GEN,29.0,IND,4512.0,14.0,IND
S04,Bihar,3,2009,22,Ujiarpur,GEN,RAM SAGAR MAHTO,M,GEN,45.0,IND,3744.0,15.0,IND
S04,Bihar,3,2009,22,Ujiarpur,GEN,RATAN SAHANI,M,GEN,46.0,IND,2954.0,16.0,IND
S04,Bihar,3,2009,22,Ujiarpur,GEN,MD. TAUKIR,M,GEN,40.0,SAP,2926.0,17.0,SAP
S04,Bihar,3,2009,22,Ujiarpur,GEN,MASSOD HASAN,M,GEN,29.0,MUL,2210.0,18.0,MUL
S04,Bihar,3,2009,22,Ujiarpur,GEN,SANJAY KUMAR JHA,M,GEN,36.0,IND,2178.0,19.0,IND
S04,Bihar,3,2009,22,Ujiarpur,GEN,CHANDRA DEO ROY,M,GEN,48.0,SLP(L),2126.0,20.0,SLP(L)
S04,Bihar,3,2009,22,Ujiarpur,GEN,JAI NARAYAN SAH,M,GEN,53.0,BJKVP,1962.0,21.0,BJKVP
S04,Bihar,3,2009,22,Ujiarpur,GEN,RAMNATH SINGH,M,GEN,36.0,RSWD,1716.0,22.0,RSWD
S04,Bihar,3,2009,23,Samastipur,SC,MAHESHWAR HAZARI,M,SC,38.0,JD(U),259458.0,1.0,NDA
S04,Bihar,3,2009,23,Samastipur,SC,RAM CHANDRA PASWAN,M,SC,47.0,LJP,155082.0,2.0,NDA
S04,Bihar,3,2009,23,Samastipur,SC,DR. ASHOK KUMAR,M,SC,54.0,INC,91655.0,3.0,UPA
S04,Bihar,3,2009,23,Samastipur,SC,SATISH MAHTO,M,SC,33.0,IND,14630.0,4.0,IND
S04,Bihar,3,2009,23,Samastipur,SC,JEEBACHH PASWAN,M,SC,41.0,CPI(ML)(L),11919.0,5.0,CPI(ML)(L)
S04,Bihar,3,2009,23,Samastipur,SC,RANDHIR PASWAN,M,SC,27.0,IND,10806.0,6.0,IND
S04,Bihar,3,2009,23,Samastipur,SC,REKHA KUMARI,F,SC,29.0,IND,10270.0,7.0,IND
S04,Bihar,3,2009,23,Samastipur,SC,BINDESHWAR RAM,M,SC,59.0,BSP,9098.0,8.0,BSP
S04,Bihar,3,2009,23,Samastipur,SC,UPENDRA PASWAN,M,SC,42.0,LTSD,8600.0,9.0,LTSD
S04,Bihar,3,2009,23,Samastipur,SC,SHIVCHANDRA PASWAN,M,SC,31.0,IND,6756.0,10.0,IND
S04,Bihar,3,2009,23,Samastipur,SC,RAJA RAM DAS,M,SC,56.0,IND,6469.0,11.0,IND
S04,Bihar,3,2009,24,Begusarai,GEN,DR. MONAZIR HASSAN,M,GEN,51.0,JD(U),205680.0,1.0,NDA
S04,Bihar,3,2009,24,Begusarai,GEN,SHATRUGHNA PRASAD SINGH,M,GEN,68.0,CPI,164843.0,2.0,CPI
S04,Bihar,3,2009,24,Begusarai,GEN,ANIL CHAUDHARY,M,GEN,54.0,LJP,121786.0,3.0,NDA
S04,Bihar,3,2009,24,Begusarai,GEN,AMITA BHUSHAN,F,GEN,38.0,INC,74565.0,4.0,UPA
S04,Bihar,3,2009,24,Begusarai,GEN,NARENDRA KUMAR SINGH ALIAS BOGO SINGH,M,GEN,42.0,IND,61220.0,5.0,IND
S04,Bihar,3,2009,24,Begusarai,GEN,RAM DAYAL BHARTI,M,GEN,36.0,IND,21389.0,6.0,IND
S04,Bihar,3,2009,24,Begusarai,GEN,KISHORI PRASAD MAHTO,M,GEN,56.0,LTSD,7763.0,7.0,LTSD
S04,Bihar,3,2009,24,Begusarai,GEN,RAM NARESH PRASAD SINGH,M,GEN,60.0,IND,7542.0,8.0,IND
S04,Bihar,3,2009,24,Begusarai,GEN,NARAYAN PRASAD HISARIYA,M,GEN,57.0,IND,7002.0,9.0,IND
S04,Bihar,3,2009,24,Begusarai,GEN,RADHA RAMAN PASWAN,M,SC,61.0,IND,6635.0,10.0,IND
S04,Bihar,3,2009,24,Begusarai,GEN,CHANDRASHEKHAR MAHTO,M,GEN,62.0,BSP,6548.0,11.0,BSP
S04,Bihar,3,2009,24,Begusarai,GEN,DILIP KUMAR,M,GEN,35.0,IND,6432.0,12.0,IND
S04,Bihar,3,2009,24,Begusarai,GEN,SAJJAN CHAUDHARY,M,SC,34.0,IND,4715.0,13.0,IND
S04,Bihar,3,2009,24,Begusarai,GEN,ASHOK SAH,M,GEN,36.0,IND,4605.0,14.0,IND
S04,Bihar,3,2009,24,Begusarai,GEN,RANJEET PASWAN,M,SC,31.0,IND,4219.0,15.0,IND
S04,Bihar,3,2009,24,Begusarai,GEN,RAMSHRAYA NISHAD,M,GEN,50.0,IND,4065.0,16.0,IND
S04,Bihar,3,2009,24,Begusarai,GEN,RAM SAH,M,GEN,61.0,RPP,3480.0,17.0,RPP
S04,Bihar,3,2009,24,Begusarai,GEN,ARUN KUMAR,M,SC,45.0,IND,3003.0,18.0,IND
S04,Bihar,3,2009,24,Begusarai,GEN,AMIYA KASHYAP 'BIKKI',M,GEN,29.0,IND,2773.0,19.0,IND
S04,Bihar,3,2009,25,Khagaria,GEN,DINESH CHANDRA YADAV,M,GEN,50.0,JD(U),266964.0,1.0,NDA
S04,Bihar,3,2009,25,Khagaria,GEN,RAVINDAR KR. RANA,M,GEN,62.0,RJD,128209.0,2.0,UPA
S04,Bihar,3,2009,25,Khagaria,GEN,CHOUDHARY MEHBOOB ALI KAISER,M,GEN,42.0,INC,127495.0,3.0,UPA
S04,Bihar,3,2009,25,Khagaria,GEN,ASARFI PRASAD MEHTA,M,GEN,63.0,BSP,17277.0,4.0,BSP
S04,Bihar,3,2009,25,Khagaria,GEN,RAM NANDAN YADAV,M,GEN,45.0,IND,17127.0,5.0,IND
S04,Bihar,3,2009,25,Khagaria,GEN,SANGRAM KUMAR,M,GEN,27.0,IND,13640.0,6.0,IND
S04,Bihar,3,2009,25,Khagaria,GEN,BHARAT KUMAR YADAV,M,GEN,52.0,KVSP,10447.0,7.0,KVSP
S04,Bihar,3,2009,25,Khagaria,GEN,SURESH PODDAR,M,GEN,47.0,IND,6299.0,8.0,IND
S04,Bihar,3,2009,25,Khagaria,GEN,MANJU KUMARI,F,GEN,31.0,IND,5860.0,9.0,IND
S04,Bihar,3,2009,25,Khagaria,GEN,"PAWAN KUMAR ""SUMAN""",M,SC,33.0,ABDBM,4693.0,10.0,ABDBM
S04,Bihar,3,2009,25,Khagaria,GEN,HARI NANDAN SINGH,M,GEN,61.0,SJP(R),4630.0,11.0,SJP(R)
S04,Bihar,3,2009,25,Khagaria,GEN,PRADUMNA KUMAR,M,GEN,31.0,IND,4109.0,12.0,IND
S04,Bihar,3,2009,25,Khagaria,GEN,SANJAY YADAV,M,GEN,41.0,IND,3661.0,13.0,IND
S04,Bihar,3,2009,25,Khagaria,GEN,BABLOO PASWAN,M,SC,35.0,NBNP,3635.0,14.0,NBNP
S04,Bihar,3,2009,25,Khagaria,GEN,GULAB RAJ,M,GEN,31.0,IND,2793.0,15.0,IND
S04,Bihar,3,2009,25,Khagaria,GEN,LAL BAHADUR HIMALAYA,M,GEN,38.0,RDMP,2792.0,16.0,RDMP
S04,Bihar,3,2009,25,Khagaria,GEN,NEHA CHAUHAN,F,GEN,27.0,IND,2732.0,17.0,IND
S04,Bihar,3,2009,25,Khagaria,GEN,NAIMUDDIN,M,GEN,42.0,IND,2618.0,18.0,IND
S04,Bihar,3,2009,26,Bhagalpur,GEN,SYED SHAHNAWAZ HUSSAIN,M,GEN,40.0,BJP,228384.0,1.0,NDA
S04,Bihar,3,2009,26,Bhagalpur,GEN,SHAKUNI CHOUDHARY,M,GEN,64.0,RJD,172573.0,2.0,UPA
S04,Bihar,3,2009,26,Bhagalpur,GEN,AJIT SHARMA,M,GEN,55.0,BSP,55387.0,3.0,BSP
S04,Bihar,3,2009,26,Bhagalpur,GEN,SADANAND SINGH,M,GEN,64.0,INC,52121.0,4.0,UPA
S04,Bihar,3,2009,26,Bhagalpur,GEN,RATAN KUMAR MANDAL,M,GEN,25.0,IND,21947.0,5.0,IND
S04,Bihar,3,2009,26,Bhagalpur,GEN,SUBODH ROY,M,GEN,65.0,CPM,17087.0,6.0,CPM
S04,Bihar,3,2009,26,Bhagalpur,GEN,DINESH YADAV,M,GEN,30.0,IND,15711.0,7.0,IND
S04,Bihar,3,2009,26,Bhagalpur,GEN,DR. N. K. YADAV,M,GEN,44.0,IND,8828.0,8.0,IND
S04,Bihar,3,2009,26,Bhagalpur,GEN,RAM VILASH PASWAN,M,SC,45.0,RWS,6935.0,9.0,RWS
S04,Bihar,3,2009,26,Bhagalpur,GEN,SIKANDAR TANTI,M,GEN,34.0,IND,6571.0,10.0,IND
S04,Bihar,3,2009,26,Bhagalpur,GEN,DAYA RAM MANDAL,M,GEN,33.0,BHJAP,6482.0,11.0,BHJAP
S04,Bihar,3,2009,26,Bhagalpur,GEN,NARESH MANDAL,M,GEN,48.0,RPP,5994.0,12.0,RPP
S04,Bihar,3,2009,26,Bhagalpur,GEN,INDRADEO KUMAR SINGH,M,GEN,30.0,IND,5249.0,13.0,IND
S04,Bihar,3,2009,26,Bhagalpur,GEN,RAMAN SAH,M,GEN,44.0,BJJD,4358.0,14.0,BJJD
S04,Bihar,3,2009,26,Bhagalpur,GEN,SRINARAYAN GAUSWAMI,M,GEN,59.0,IJP,4165.0,15.0,IJP
S04,Bihar,3,2009,26,Bhagalpur,GEN,ANAND KUMAR JAIN,M,GEN,47.0,IND,3555.0,16.0,IND
S04,Bihar,3,2009,26,Bhagalpur,GEN,AMIT KUMAR JHA,M,GEN,50.0,IND,3420.0,17.0,IND
S04,Bihar,3,2009,26,Bhagalpur,GEN,MD. IZRAIL,M,GEN,49.0,LTSD,3420.0,18.0,LTSD
S04,Bihar,3,2009,26,Bhagalpur,GEN,RAVISHANKAR SINGH,M,GEN,25.0,IND,2628.0,19.0,IND
S04,Bihar,3,2009,26,Bhagalpur,GEN,DEEPAK RAM,M,SC,40.0,BSP(K),2361.0,20.0,BSP(K)
S04,Bihar,3,2009,26,Bhagalpur,GEN,LADDU,M,GEN,27.0,IND,1902.0,21.0,IND
S04,Bihar,3,2009,27,Banka,GEN,DIGVIJAY SINGH,M,GEN,54.0,IND,185762.0,1.0,IND
S04,Bihar,3,2009,27,Banka,GEN,JAI PRAKESH NARAIN YADAV,M,GEN,55.0,RJD,157046.0,2.0,UPA
S04,Bihar,3,2009,27,Banka,GEN,DAMODAR RAWAT,M,GEN,47.0,JD(U),111933.0,3.0,NDA
S04,Bihar,3,2009,27,Banka,GEN,GIRIDHARI YADAV,M,GEN,44.0,INC,44588.0,4.0,UPA
S04,Bihar,3,2009,27,Banka,GEN,SANJAY KUMAR,M,GEN,45.0,CPI,37248.0,5.0,CPI
S04,Bihar,3,2009,27,Banka,GEN,MOHD. HUMAYUN,M,GEN,33.0,IND,29413.0,6.0,IND
S04,Bihar,3,2009,27,Banka,GEN,RAJENDRA PANDIT NETAJEE,M,GEN,57.0,JMM,26182.0,7.0,UPA
S04,Bihar,3,2009,27,Banka,GEN,NARAYAN RAM,M,GEN,45.0,IND,21958.0,8.0,IND
S04,Bihar,3,2009,27,Banka,GEN,MUKESH KUMAR SINGH,M,GEN,45.0,BSP,12250.0,9.0,BSP
S04,Bihar,3,2009,27,Banka,GEN,C.P. SINHA,M,GEN,61.0,LTSD,10902.0,10.0,LTSD
S04,Bihar,3,2009,27,Banka,GEN,VIVEKA NAND JHA,M,GEN,44.0,RDMP,3750.0,11.0,RDMP
S04,Bihar,3,2009,27,Banka,GEN,ANIL KUMAR ALIAS ANIL GUPTA,M,GEN,40.0,JVM,2718.0,12.0,JVM
S04,Bihar,3,2009,27,Banka,GEN,ARVIND KUMAR SAH,M,GEN,42.0,RPP,2614.0,13.0,RPP
S04,Bihar,3,2009,27,Banka,GEN,KEDAR PRASAD SINGH,M,GEN,61.0,SJP(R),2164.0,14.0,SJP(R)
S04,Bihar,3,2009,27,Banka,GEN,MAHBOOB ALAM ANSARI,M,GEN,50.0,BMF,1994.0,15.0,BMF
S04,Bihar,3,2009,27,Banka,GEN,AMRESHWAR KUMAR,M,GEN,29.0,JGP,1686.0,16.0,JGP
S04,Bihar,3,2009,28,Munger,GEN,RAJIV RANJAN SINGH ALIAS LALAN SINGH,M,GEN,55.0,JD(U),374317.0,1.0,NDA
S04,Bihar,3,2009,28,Munger,GEN,RAM BADAN ROY,M,GEN,54.0,RJD,184956.0,2.0,UPA
S04,Bihar,3,2009,28,Munger,GEN,RAM LAKHAN SINGH,M,GEN,51.0,INC,27929.0,3.0,UPA
S04,Bihar,3,2009,28,Munger,GEN,MANNU MAHTO,M,GEN,32.0,BSP,10827.0,4.0,BSP
S04,Bihar,3,2009,28,Munger,GEN,UMA SHANKAR BHAGAT ALIAS TUNTUN BHAIYA,M,GEN,46.0,IND,7377.0,5.0,IND
S04,Bihar,3,2009,28,Munger,GEN,RADHIKA RAMAN SINGH,M,GEN,58.0,IND,6773.0,6.0,IND
S04,Bihar,3,2009,28,Munger,GEN,KUNDAN KUMAR,M,GEN,33.0,BJJD,6420.0,7.0,BJJD
S04,Bihar,3,2009,28,Munger,GEN,BRAHMANAND MANDAL,M,GEN,55.0,IND,4628.0,8.0,IND
S04,Bihar,3,2009,28,Munger,GEN,SHANKAR LAL CHOKHANI,M,GEN,51.0,IND,4342.0,9.0,IND
S04,Bihar,3,2009,28,Munger,GEN,RAJENDRA PRASAD SINGH,M,GEN,59.0,IND,3761.0,10.0,IND
S04,Bihar,3,2009,28,Munger,GEN,SHAILENDRA KUMAR,M,GEN,40.0,IND,3313.0,11.0,IND
S04,Bihar,3,2009,28,Munger,GEN,PRAMOD KUMAR,M,GEN,42.0,IND,2945.0,12.0,IND
S04,Bihar,3,2009,28,Munger,GEN,RAMDEO SINGH YADAV,M,GEN,59.0,IND,2818.0,13.0,IND
S04,Bihar,3,2009,28,Munger,GEN,SURYODAY PASWAN,M,SC,35.0,IND,2719.0,14.0,IND
S04,Bihar,3,2009,28,Munger,GEN,NARESH MAHTO,M,GEN,36.0,IND,2655.0,15.0,IND
S04,Bihar,3,2009,28,Munger,GEN,PRAMOD KUMAR SINGH,M,GEN,40.0,ABDBM,1527.0,16.0,ABDBM
S04,Bihar,3,2009,28,Munger,GEN,BIPIN KUMAR PASWAN,M,SC,26.0,NBNP,1088.0,17.0,NBNP
S04,Bihar,3,2009,28,Munger,GEN,UCHIT KUMAR,M,GEN,36.0,IND,1050.0,18.0,IND
S04,Bihar,3,2009,28,Munger,GEN,RAMENDRA MOHAN RAJESH,M,GEN,37.0,RSWD,830.0,19.0,RSWD
S04,Bihar,3,2009,28,Munger,GEN,LOKNATH KUSHWAHA,M,GEN,64.0,BMF,728.0,20.0,BMF
S04,Bihar,3,2009,29,Nalanda,GEN,KAUSHALENDRA KUMAR,M,GEN,44.0,JD(U),299155.0,1.0,NDA
S04,Bihar,3,2009,29,Nalanda,GEN,SATISH KUMAR,M,GEN,51.0,LJP,146478.0,2.0,NDA
S04,Bihar,3,2009,29,Nalanda,GEN,ANIL SINGH,M,GEN,46.0,LTSD,20335.0,3.0,LTSD
S04,Bihar,3,2009,29,Nalanda,GEN,DEV KISHORE RAI,M,GEN,55.0,BSP,13953.0,4.0,BSP
S04,Bihar,3,2009,29,Nalanda,GEN,RAMSWAROOP PRASAD,M,GEN,70.0,INC,13470.0,5.0,UPA
S04,Bihar,3,2009,29,Nalanda,GEN,ARUN KUMAR,M,GEN,46.0,IND,10676.0,6.0,IND
S04,Bihar,3,2009,29,Nalanda,GEN,SHASHI YADAV,F,GEN,35.0,CPI(ML)(L),9514.0,7.0,CPI(ML)(L)
S04,Bihar,3,2009,29,Nalanda,GEN,HARICHARAN PRASAD,M,GEN,39.0,BMF,9281.0,8.0,BMF
S04,Bihar,3,2009,29,Nalanda,GEN,SARYUG PRASAD SAHASTH,M,GEN,59.0,IND,6992.0,9.0,IND
S04,Bihar,3,2009,29,Nalanda,GEN,KAUSHAL KUMAR  KAUSHALENDRA SINHA,M,GEN,44.0,IND,5238.0,10.0,IND
S04,Bihar,3,2009,29,Nalanda,GEN,SAUDAGAR RAM,M,GEN,64.0,BSKP,4861.0,11.0,BSKP
S04,Bihar,3,2009,29,Nalanda,GEN,VINOD KUMAR PATEL,M,GEN,27.0,LM,4132.0,12.0,LM
S04,Bihar,3,2009,29,Nalanda,GEN,VIJAY KUMAR,M,GEN,28.0,JPS,3672.0,13.0,JPS
S04,Bihar,3,2009,29,Nalanda,GEN,AMAR KANT SAH,M,GEN,44.0,RPP,3445.0,14.0,RPP
S04,Bihar,3,2009,29,Nalanda,GEN,KUMAR RAJESH,M,GEN,25.0,IND,2430.0,15.0,IND
S04,Bihar,3,2009,29,Nalanda,GEN,"CHANDRAMANI KUMAR ""MANI""",M,GEN,53.0,IND,2079.0,16.0,IND
S04,Bihar,3,2009,29,Nalanda,GEN,KAPIL DEO SINGH,M,GEN,58.0,IND,2002.0,17.0,IND
S04,Bihar,3,2009,29,Nalanda,GEN,JITENDRA KUMAR,M,SC,31.0,IND,1628.0,18.0,IND
S04,Bihar,3,2009,29,Nalanda,GEN,REKHA KUMARI,F,GEN,27.0,AD,1553.0,19.0,NDA
S04,Bihar,3,2009,29,Nalanda,GEN,SANTOSH KUMAR,M,GEN,34.0,IND,1344.0,20.0,IND
S04,Bihar,3,2009,29,Nalanda,GEN,UJJWAL KANT HUNKAR,M,SC,44.0,MUL,1281.0,21.0,MUL
S04,Bihar,3,2009,29,Nalanda,GEN,DEVENDRA PRATAP,M,SC,37.0,EKSP,1254.0,22.0,EKSP
S04,Bihar,3,2009,29,Nalanda,GEN,PRIYRANJAN KUMAR,M,GEN,27.0,BJJD,1195.0,23.0,BJJD
S04,Bihar,3,2009,29,Nalanda,GEN,NARESH PASWAN,M,SC,42.0,IND,1150.0,24.0,IND
S04,Bihar,3,2009,29,Nalanda,GEN,RANJEET KUMAR,M,GEN,32.0,BPD,1101.0,25.0,BPD
S04,Bihar,3,2009,30,Patna Sahib,GEN,SHATRUGHAN SINHA,M,GEN,62.0,BJP,316549.0,1.0,NDA
S04,Bihar,3,2009,30,Patna Sahib,GEN,VIJAY KUMAR,M,GEN,52.0,RJD,149779.0,2.0,UPA
S04,Bihar,3,2009,30,Patna Sahib,GEN,SHEKHAR SUMAN,M,GEN,52.0,INC,61308.0,3.0,UPA
S04,Bihar,3,2009,30,Patna Sahib,GEN,RAM NARAYAN RAI,M,GEN,60.0,CPI(ML)(L),5483.0,4.0,CPI(ML)(L)
S04,Bihar,3,2009,30,Patna Sahib,GEN,HEMANT KUMAR SINGH,M,GEN,52.0,IND,4588.0,5.0,IND
S04,Bihar,3,2009,30,Patna Sahib,GEN,SANJAY VERMA,M,GEN,42.0,IND,2463.0,6.0,IND
S04,Bihar,3,2009,30,Patna Sahib,GEN,ON MASUMI,M,GEN,37.0,LTSD,1816.0,7.0,LTSD
S04,Bihar,3,2009,30,Patna Sahib,GEN,HASSAN FAIZI HASHMI,M,GEN,40.0,ANC,1460.0,8.0,ANC
S04,Bihar,3,2009,30,Patna Sahib,GEN,PANKAJ KUMAR SHARMA,M,GEN,36.0,IND,1432.0,9.0,IND
S04,Bihar,3,2009,30,Patna Sahib,GEN,DR. DIWAKER TEJASWI,M,GEN,40.0,BUDM,1265.0,10.0,BUDM
S04,Bihar,3,2009,30,Patna Sahib,GEN,RAM BHAJAN SINGH NISHAD,M,GEN,40.0,IND,1245.0,11.0,IND
S04,Bihar,3,2009,30,Patna Sahib,GEN,VIDHAN CHANDRA RANA,M,SC,33.0,IND,1236.0,12.0,IND
S04,Bihar,3,2009,30,Patna Sahib,GEN,KUMAR RAJIV,M,GEN,38.0,IND,1090.0,13.0,IND
S04,Bihar,3,2009,30,Patna Sahib,GEN,DEEPAK KUMAR SINGH,M,GEN,31.0,IND,1036.0,14.0,IND
S04,Bihar,3,2009,30,Patna Sahib,GEN,PRAMOD KUMAR GUPTA,M,GEN,41.0,IND,893.0,15.0,IND
S04,Bihar,3,2009,30,Patna Sahib,GEN,ANJANI KUMAR,M,GEN,34.0,IND,773.0,16.0,IND
S04,Bihar,3,2009,31,Pataliputra,GEN,RANJAN PRASAD YADAV,M,GEN,64.0,JD(U),269298.0,1.0,NDA
S04,Bihar,3,2009,31,Pataliputra,GEN,LALU PRASAD,M,GEN,60.0,RJD,245757.0,2.0,UPA
S04,Bihar,3,2009,31,Pataliputra,GEN,RAMESHWAR PRASAD,M,GEN,61.0,CPI(ML)(L),36837.0,3.0,CPI(ML)(L)
S04,Bihar,3,2009,31,Pataliputra,GEN,VIJAY SINGH YADAV,M,GEN,55.0,INC,18504.0,4.0,UPA
S04,Bihar,3,2009,31,Pataliputra,GEN,HARENDRA KUMAR PATEL,M,GEN,49.0,BSP,14269.0,5.0,BSP
S04,Bihar,3,2009,31,Pataliputra,GEN,SUNIL KUMAR SINGH,M,GEN,25.0,IND,10882.0,6.0,IND
S04,Bihar,3,2009,31,Pataliputra,GEN,DURGESH NANDAN SINGH,M,GEN,25.0,IND,6465.0,7.0,IND
S04,Bihar,3,2009,31,Pataliputra,GEN,MOHAMMAD AFTAB ALAM,M,GEN,49.0,LTSD,6312.0,8.0,LTSD
S04,Bihar,3,2009,31,Pataliputra,GEN,HASAN MANZOOR HASHMI,M,GEN,70.0,ANC,5580.0,9.0,ANC
S04,Bihar,3,2009,31,Pataliputra,GEN,AWADHESH SHARMA,M,GEN,51.0,IND,3259.0,10.0,IND
S04,Bihar,3,2009,31,Pataliputra,GEN,KUNDAN KUMAR,M,GEN,26.0,RWS,2476.0,11.0,RWS
S04,Bihar,3,2009,31,Pataliputra,GEN,KIRAN DEVI,F,GEN,35.0,RKJP,2426.0,12.0,RKJP
S04,Bihar,3,2009,31,Pataliputra,GEN,MOHAMMAD SADRUDDIN,M,GEN,41.0,AIFB,1950.0,13.0,AIFB
S04,Bihar,3,2009,31,Pataliputra,GEN,PRABHUNATH YADAV,M,GEN,33.0,IJP,1803.0,14.0,IJP
S04,Bihar,3,2009,31,Pataliputra,GEN,DR. KRISHNADHAR SINGH,M,GEN,56.0,BJKD,1245.0,15.0,BJKD
S04,Bihar,3,2009,31,Pataliputra,GEN,PANCHA DEVI,F,GEN,42.0,JGP,1220.0,16.0,JGP
S04,Bihar,3,2009,32,Arrah,GEN,MEENA SINGH,F,GEN,44.0,JD(U),212726.0,1.0,NDA
S04,Bihar,3,2009,32,Arrah,GEN,RAMA KISHORE SINGH,M,GEN,46.0,LJP,138006.0,2.0,NDA
S04,Bihar,3,2009,32,Arrah,GEN,ARUN SINGH,M,GEN,48.0,CPI(ML)(L),115966.0,3.0,CPI(ML)(L)
S04,Bihar,3,2009,32,Arrah,GEN,REETA SINGH,F,GEN,40.0,BSP,21688.0,4.0,BSP
S04,Bihar,3,2009,32,Arrah,GEN,HARIDWAR PRASAD SINGH,M,GEN,64.0,INC,20519.0,5.0,UPA
S04,Bihar,3,2009,32,Arrah,GEN,MAHESH RAM,M,SC,45.0,IND,11859.0,6.0,IND
S04,Bihar,3,2009,32,Arrah,GEN,SOBH NATH SINGH,M,GEN,39.0,IND,9787.0,7.0,IND
S04,Bihar,3,2009,32,Arrah,GEN,BHARAT BHUSAN PANDEY,M,GEN,35.0,ABJS,3791.0,8.0,ABJS
S04,Bihar,3,2009,32,Arrah,GEN,RAMADHAR SINGH,M,GEN,48.0,SHS,3789.0,9.0,SHS
S04,Bihar,3,2009,32,Arrah,GEN,SATYA NARAYAN YADAV,M,GEN,67.0,RSWD,3533.0,10.0,RSWD
S04,Bihar,3,2009,32,Arrah,GEN,BHARAT SINGH SAHYOGI,M,GEN,45.0,IND,3097.0,11.0,IND
S04,Bihar,3,2009,32,Arrah,GEN,SANTOSH KUMAR,M,GEN,32.0,RDMP,3069.0,12.0,RDMP
S04,Bihar,3,2009,32,Arrah,GEN,AJIT PRASAD MEHTA,M,GEN,43.0,JKM,2726.0,13.0,JKM
S04,Bihar,3,2009,32,Arrah,GEN,ASHOK KUMAR SINGH,M,GEN,38.0,IND,2391.0,14.0,IND
S04,Bihar,3,2009,32,Arrah,GEN,SAIYAD GAINIUDDIN HAIDER,M,GEN,42.0,ANC,1926.0,15.0,ANC
S04,Bihar,3,2009,32,Arrah,GEN,SAMBHU PRASAD SHARMA,M,GEN,57.0,AIFB,1478.0,16.0,AIFB
S04,Bihar,3,2009,33,Buxar,GEN,JAGADA NAND SINGH,M,GEN,65.0,RJD,132614.0,1.0,UPA
S04,Bihar,3,2009,33,Buxar,GEN,LAL MUNI CHOUBEY,M,GEN,71.0,BJP,130376.0,2.0,NDA
S04,Bihar,3,2009,33,Buxar,GEN,SHYAM LAL SINGH KUSHWAHA,M,GEN,54.0,BSP,127145.0,3.0,BSP
S04,Bihar,3,2009,33,Buxar,GEN,DADAN SINGH,M,GEN,45.0,IND,122975.0,4.0,IND
S04,Bihar,3,2009,33,Buxar,GEN,KAMLA KANT TIWARY,M,GEN,67.0,INC,22780.0,5.0,UPA
S04,Bihar,3,2009,33,Buxar,GEN,SUDAMA PRASAD,M,GEN,41.0,CPI(ML)(L),19459.0,6.0,CPI(ML)(L)
S04,Bihar,3,2009,33,Buxar,GEN,SHYAM BIHARI BIND,M,GEN,46.0,JPS,15486.0,7.0,JPS
S04,Bihar,3,2009,33,Buxar,GEN,MOKARRAM HUSSAIN,M,GEN,57.0,SBSP,10203.0,8.0,NDA
S04,Bihar,3,2009,33,Buxar,GEN,PRATIBHA DEVI,F,GEN,40.0,IND,7201.0,9.0,IND
S04,Bihar,3,2009,33,Buxar,GEN,MOHAN SAH,M,GEN,33.0,BJJD,7072.0,10.0,BJJD
S04,Bihar,3,2009,33,Buxar,GEN,JAI SINGH YADAV,M,GEN,34.0,IND,3965.0,11.0,IND
S04,Bihar,3,2009,33,Buxar,GEN,RAJENDRA SINGH MAURYA,M,GEN,32.0,LTSD,3535.0,12.0,LTSD
S04,Bihar,3,2009,33,Buxar,GEN,KAMLESH CHOUDHARY,M,GEN,35.0,IND,2735.0,13.0,IND
S04,Bihar,3,2009,33,Buxar,GEN,RAJENDRA PASWAN,M,SC,33.0,IND,2681.0,14.0,IND
S04,Bihar,3,2009,33,Buxar,GEN,DR. VIJENDRA NATH UPADHYAY,M,GEN,37.0,SHS,2661.0,15.0,SHS
S04,Bihar,3,2009,33,Buxar,GEN,PHULAN PANDIT,M,GEN,44.0,IND,2594.0,16.0,IND
S04,Bihar,3,2009,33,Buxar,GEN,LALLAN RUPNARAIN PATHAK,M,GEN,65.0,IND,2430.0,17.0,IND
S04,Bihar,3,2009,33,Buxar,GEN,SHIV CHARAN YADAV,M,GEN,55.0,IND,1927.0,18.0,IND
S04,Bihar,3,2009,33,Buxar,GEN,SURENDRA KUMAR BHARTI,M,GEN,38.0,IND,1768.0,19.0,IND
S04,Bihar,3,2009,33,Buxar,GEN,SATYENDRA OJHA,M,GEN,27.0,AD,1638.0,20.0,NDA
